offer_id,customer_id,offer_type,accepted,date_offered
OFR21483441,15807923,fee_waiver,no,2024-11-01
OFR30756859,15705620,fee_waiver,false,02-07-2024
OFR93382500,15651280,loan_rate_cut,0,11/01/2023
OFR99352715,15725679,loan_rate_cut,0,01/31/2025
OFR80471154,15724563,,false,03/02/2024
OFR35937936,15778463,card_upgrade,Y,02-04-2024
OFR49360857,15671139,card_upgrade,false,2025-09-01
OFR32182826,15599433,CARD_UPGRADE,No,02 Jun 2025
OFR43629195,15754849,savings_bonus,1,02-08-2025
OFR84376948,15788659,card_upgrade,false,06/01/2024
OFR87671466,15636624,card_upgrade,1,01-08-2024
OFR88690082,15581539,cashback,false,10/01/2025
OFR83750567,15803689,  card_upgrade  ,N,2024-11-01
OFR18924127,15790678,loan_rate_cut,0,06/02/2025
OFR68586614,15612525,cashback,0,02-03-2024
OFR56218464,15601848,fee_waiver,Y,06/02/2025
OFR90343546,15600739,loan_rate_cut,true,2025-10-01
OFR82532516,15789158,savings_bonus,false,02 Apr 2024
OFR86987436,15576352,fee_waiver,,02 Mar 2024
OFR19251792,15658169,savings_bonus,N,2024-11-01
OFR53204822,15612187,savings_bonus,N,02 May 2025
OFR92701874,15716155,savings_bonus,no,02 Apr 2024
OFR81753596,15665238,  card_upgrade  ,false,2023/11/01
OFR91405570,15797964,savings_bonus,Yes,06/02/2025
OFR99647944,15810418,fee_waiver,No,02-03-2024
OFR90269482,15706647,card_upgrade,No,2024-11-01
OFR21588973,15631868,cashback,yes,05/02/2025
OFR94306995,15684484,loan_rate_cut,yes,02 Aug 2025
OFR81427183,15637753,savings_bonus,Y,02 May 2025
OFR70243920,15745295,fee_waiver,0,2024/08/01
OFR25513050,15599289,cashback,,2023-12-02
OFR13594773,15733119,card_upgrade,false,02 Mar 2024
OFR77146117,15781589,card_upgrade,0,01/01/2024
OFR10717579,15750141,card_upgrade,N,2023/11/01
OFR82017994,15810218,  fee_waiver  ,0,31-01-2025
OFR41183078,15654506,fee_waiver,N,01-10-2025
OFR85168566,15594917,loan_rate_cut,1,2025/10/01
OFR25245597,15663706,savings_bonus,0,01 Dec 2024
OFR71783038,15792365,loan_rate_cut,N,01-09-2024
OFR44773653,15655961,loan_rate_cut,0,01/01/2025
OFR40461624,15740900,fee_waiver,No,2025-07-02
OFR45041814,15604119,loan_rate_cut,false,2024/09/01
OFR57381407,15782236,loan_rate_cut,Yes,2025-06-02
OFR91774741,15706365,loan_rate_cut,false,04/02/2024
OFR91351376,15732628,fee_waiver,false,09/01/2024
OFR64870897,15592937,cashback,yes,01 Nov 2023
OFR15453679,15727915,fee_waiver,Y,11/01/2024
OFR91099477,15723873,LOAN_RATE_CUT,no,02 Aug 2025
OFR52217854,15745527,card_upgrade,1,2024-06-01
OFR61492756,15611325,cashback,0,2025/04/02
OFR99021969,15575492,savings_bonus,yes,2024-09-01
OFR56777828,15658032,FEE_WAIVER,No,31 Jan 2025
OFR89109814,15680920,card_upgrade,yes,09/01/2024
OFR83261833,15568982,fee_waiver,No,02 Jun 2025
OFR24514459,15597945,savings_bonus,false,01 Oct 2024
OFR24027477,15592461,fee_waiver,no,01 Dec 2024
OFR21929168,15660101,loan_rate_cut,0,2023-12-02
OFR59221653,15700772,  cashback  ,true,2025-10-01
OFR82428791,15767821,savings_bonus,N,01/01/2025
OFR35374163,15575883,  fee_waiver  ,No,02-07-2025
OFR23662155,15568506,card_upgrade,false,2025-01-31
OFR78397018,15721181,card_upgrade,yes,2025-07-02
OFR76579301,15634632,card_upgrade,yes,01-09-2025
OFR74416127,15570134,cashback,yes,02-04-2025
OFR74466205,15718057,fee_waiver,no,2024/08/01
OFR61099582,15725811,savings_bonus,0,2025/04/02
OFR80544169,15585388,card_upgrade,0,12/01/2024
OFR66959443,15585255,card_upgrade,0,02 Aug 2025
OFR63196984,15628034,cashback,false,01 Aug 2024
OFR73654046,15596939,CASHBACK,Yes,01-11-2023
OFR15122188,15705639,card_upgrade,no,01/01/2024
OFR62345686,15794580,savings_bonus,N,02-06-2025
OFR83775408,15692750,card_upgrade,Y,2024/03/02
OFR24428082,15573152,cashback,0,2024/02/01
OFR26639918,15766575,  loan_rate_cut  ,0,2024-08-01
OFR67116619,15609618,savings_bonus,false,01 Jan 2025
OFR70654392,15736008,savings_bonus,1,2024-10-01
OFR85002832,15802741,fee_waiver,Yes,01-11-2023
OFR40201610,15660211,card_upgrade,1,05/02/2025
OFR13710493,15740404,loan_rate_cut,0,2023-12-02
OFR78930313,15596175,cashback,0,2025/04/02
OFR11062817,15688251,fee_waiver,1,02 May 2025
OFR39525643,15777352,loan_rate_cut,Y,2024-05-02
OFR27680656,15688251,fee_waiver,no,2024-10-01
OFR80904381,15614215,loan_rate_cut,1,01-11-2023
OFR30308316,15611579,  savings_bonus  ,,02-12-2023
OFR64663823,15716164,card_upgrade,0,2024-11-01
OFR60668401,15641655,LOAN_RATE_CUT,Y,2024/06/01
OFR45411136,15798398,loan_rate_cut,0,2024-01-01
OFR80018980,15738721,savings_bonus,no,02 Jul 2024
OFR86564220,15799217,,,31 Jan 2025
OFR65136515,15613880,  card_upgrade  ,false,01 Oct 2024
OFR96372331,15725737,cashback,0,01/31/2025
OFR51769369,15596939,fee_waiver,1,01 Aug 2024
OFR34614164,15591711,cashback,0,10/01/2025
OFR99947970,15673693,cashback,N,10/01/2024
OFR86661365,15805565,cashback,No,01 Nov 2024
OFR62074836,15745354,cashback,1,07/02/2025
OFR55751745,15665790,card_upgrade,0,01 Jan 2025
OFR77425673,15624623,savings_bonus,false,31 Jan 2025
OFR65465567,15812518,card_upgrade,no,02-03-2024
OFR42129638,15814275,card_upgrade,1,2024-11-01
OFR10667395,15790299,fee_waiver,0,2024-06-01
OFR86200393,15568240,card_upgrade,No,01/01/2025
OFR41322403,15576623,cashback,false,01-11-2023
OFR12925999,15570060,fee_waiver,0,01-11-2023
OFR21062028,15694272,savings_bonus,true,31 Jan 2025
OFR28050622,15629677,cashback,no,02 Jun 2025
OFR32829805,15702741,card_upgrade,N,2024-08-01
OFR79868558,15705639,  savings_bonus  ,1,2023/12/02
OFR65367996,15714939,card_upgrade,yes,2025-05-02
OFR24737617,15782688,card_upgrade,true,2025-07-02
OFR85984511,15714485,loan_rate_cut,0,01/01/2024
OFR65774313,15699430,fee_waiver,N,2025-03-02
OFR82465278,15782735,cashback,yes,2025-08-02
OFR59121845,15716186,cashback,N,02 Apr 2024
OFR83850136,15611759,fee_waiver,false,2025-05-02
OFR95761821,15810432,card_upgrade,yes,01 Jan 2024
OFR84891737,15785611,card_upgrade,Yes,2024/03/02
OFR82476283,15723654,fee_waiver,No,2024-11-01
OFR71560008,15747867,loan_rate_cut,0,2024-08-01
OFR76508559,15702298,savings_bonus,No,07/02/2025
OFR10283388,15611579,card_upgrade,false,02 May 2024
OFR60549835,15694506,fee_waiver,false,01-11-2023
OFR19085607,15731522,card_upgrade,1,04/02/2024
OFR91751109,15686436,loan_rate_cut,N,01-01-2024
OFR86003097,15712543,fee_waiver,Yes,01-11-2024
OFR32798451,15582616,fee_waiver,1,02-07-2025
OFR10775553,15571816,cashback,true,2025/09/01
OFR78642243,15794413,card_upgrade,1,2025/10/01
OFR53937407,15805254,card_upgrade,No,02 Dec 2023
OFR13163245,15803136,fee_waiver,no,2024/10/01
OFR92140464,15628112,savings_bonus,1,2023-12-02
OFR41538226,15803976,loan_rate_cut,No,11/01/2023
OFR55736167,15800703,card_upgrade,N,01 Jan 2024
OFR40600003,15591969,fee_waiver,,2024/01/01
OFR58246122,15812518,fee_waiver,yes,10/01/2024
OFR77615514,15615624,loan_rate_cut,No,12/01/2024
OFR41747038,15685329,card_upgrade,no,2024/05/02
OFR45466477,15603156,card_upgrade,No,02-03-2024
OFR65532061,15631681,cashback,N,01-09-2025
OFR57373417,15685357,savings_bonus,no,02-07-2025
OFR35610306,15788448,cashback,Yes,10/01/2025
OFR78172503,15581229,loan_rate_cut,Y,02-07-2024
OFR46617025,15629117,savings_bonus,Y,2023-12-02
OFR58253795,15662397,card_upgrade,1,01 Nov 2024
OFR23443673,15635905,fee_waiver,N,2023-11-01
OFR14577563,15652266,cashback,false,2025/01/01
OFR12773605,15737452,fee_waiver,0,12/01/2024
OFR31642619,15693864,fee_waiver,false,12/01/2024
OFR68266973,15694366,  fee_waiver  ,0,2025-07-02
OFR57407035,15788126,loan_rate_cut,false,2024/02/01
OFR38764461,15659557,loan_rate_cut,yes,01-09-2024
OFR66644601,15583303,savings_bonus,,2025/09/01
OFR65561805,15766908,fee_waiver,,2025/09/01
OFR81848419,15733114,cashback,no,12/02/2023
OFR22733764,15720893,loan_rate_cut,,31 Jan 2025
OFR57356574,15812191,savings_bonus,true,2025-06-02
OFR79246687,15774696,cashback,0,2023-11-01
OFR44621512,15776223,cashback,0,06/02/2025
OFR92334149,15624729,cashback,no,2023-12-02
OFR27958779,15777892,savings_bonus,1,01 Feb 2024
OFR87469091,15570134,loan_rate_cut,false,2025/01/31
OFR68484467,15763218,loan_rate_cut,0,04/02/2025
OFR62462548,15802381,loan_rate_cut,No,10/01/2024
OFR14042195,15715941,loan_rate_cut,N,02 Dec 2023
OFR68869216,15713483,loan_rate_cut,1,01 Nov 2023
OFR35653255,15763063,card_upgrade,,01-10-2025
OFR97293868,15680970,loan_rate_cut,false,02-06-2025
OFR86305317,15613085,card_upgrade,yes,01-11-2023
OFR32515394,15653762,savings_bonus,0,01 Jan 2024
OFR83782998,15672056,  cashback  ,no,2024-11-01
OFR81770194,15712551,card_upgrade,Y,2024-09-01
OFR53840387,15651674,fee_waiver,N,2025/08/02
OFR92688926,15692671,savings_bonus,false,11/01/2023
OFR50579343,15773792,cashback,0,2024-02-01
OFR69263268,15762218,savings_bonus,no,2024/03/02
OFR10706827,15701164,loan_rate_cut,false,01-06-2024
OFR97067723,15660602,loan_rate_cut,N,2023/11/01
OFR48926402,15694506,card_upgrade,Yes,02-04-2025
OFR13538744,15724848,loan_rate_cut,yes,11/01/2023
OFR80188285,15728669,  card_upgrade  ,1,01 Dec 2024
OFR57510598,15765311,loan_rate_cut,Yes,01-02-2024
OFR19470216,15752047,savings_bonus,yes,31 Jan 2025
OFR72078565,15595440,fee_waiver,no,01 Feb 2024
OFR85921744,15620344,savings_bonus,Yes,01/01/2024
OFR60891931,15636444,loan_rate_cut,No,08/02/2025
OFR25330707,15785819,savings_bonus,false,2023-11-01
OFR88996125,15750803,savings_bonus,yes,2024-07-02
OFR11122288,15594815,cashback,N,03/02/2024
OFR60416828,15626578,loan_rate_cut,N,02 Jul 2024
OFR64159727,15600974,loan_rate_cut,0,12/02/2023
OFR22622733,15726032,fee_waiver,no,2025-10-01
OFR13635930,15694408,fee_waiver,0,2024-06-01
OFR83484467,15624592,savings_bonus,No,2025/01/01
OFR65120672,15750181,loan_rate_cut,0,2025/07/02
OFR37120836,15744689,loan_rate_cut,N,01-09-2024
OFR67414306,15658935,cashback,0,01 Feb 2024
OFR48520853,15594815,loan_rate_cut,No,02-04-2024
OFR76850062,15747807,loan_rate_cut,Y,08/01/2024
OFR59950921,15587535,loan_rate_cut,N,08/02/2025
OFR58934792,15694860,card_upgrade,0,02 Jul 2024
OFR76959524,15642291,savings_bonus,,01-10-2024
OFR10662604,15632264,  card_upgrade  ,0,02 Apr 2024
OFR77911325,15663478,loan_rate_cut,1,01-02-2024
OFR72269657,15711889,fee_waiver,N,2024/06/01
OFR47656428,15743007,fee_waiver,no,01 Jun 2024
OFR38114902,15625021,loan_rate_cut,0,2025-06-02
OFR99177924,15613319,card_upgrade,1,02 Apr 2024
OFR21450336,15624623,loan_rate_cut,Y,02 Jun 2025
OFR69180242,15637753,card_upgrade,Yes,02-07-2024
OFR54293788,15738751,FEE_WAIVER,,2024/08/01
OFR40990067,15653547,fee_waiver,false,01-06-2024
OFR24605576,15800116,cashback,Y,09/01/2025
OFR86389486,15628936,savings_bonus,false,2024-10-01
OFR71424594,15737173,card_upgrade,N,2025-07-02
OFR93964010,15595039,fee_waiver,0,02-06-2025
OFR26151084,15656300,loan_rate_cut,no,02-07-2024
OFR91207287,15798906,cashback,yes,2025/10/01
OFR58732003,15721181,fee_waiver,No,10/01/2024
OFR78351116,15662403,fee_waiver,0,03/02/2024
OFR66397475,15662736,card_upgrade,No,02 Apr 2024
OFR40943593,15755262,fee_waiver,0,01 Nov 2023
OFR90542399,15676521,fee_waiver,0,2025/01/01
OFR58451031,15585255,loan_rate_cut,yes,2025-10-01
OFR10420370,15767432,loan_rate_cut,false,2025-07-02
OFR22870665,15692671,fee_waiver,false,2025-06-02
OFR96452825,15735203,card_upgrade,,01/31/2025
OFR90964559,15589488,savings_bonus,N,02 Aug 2025
OFR72660601,15705515,  fee_waiver  ,N,02/01/2024
OFR19771816,15729599,card_upgrade,No,06/01/2024
OFR16353681,15782390,card_upgrade,Y,01-01-2024
OFR77132449,15683562,  loan_rate_cut  ,Yes,31-01-2025
OFR39144429,15812351,savings_bonus,No,02-08-2025
OFR82244853,15591509,card_upgrade,no,2025-04-02
OFR92285074,15579334,fee_waiver,0,02 Jul 2025
OFR70443299,15724623,  savings_bonus  ,Yes,01 Nov 2024
OFR36048673,15713578,cashback,Y,2024-03-02
OFR94146202,15664610,loan_rate_cut,yes,01 Jan 2025
OFR84955334,15799384,FEE_WAIVER,false,02 Mar 2025
OFR16405193,15655339,cashback,No,01 Nov 2023
OFR81121883,15644753,card_upgrade,no,2024/08/01
OFR51587922,15586585,card_upgrade,N,04/02/2024
OFR38876506,15581197,CARD_UPGRADE,N,01 Sep 2024
OFR22951782,15777076,loan_rate_cut,0,01-01-2024
OFR17043310,15785519,savings_bonus,Y,02-04-2024
OFR63680058,15665956,FEE_WAIVER,Y,02 Mar 2024
OFR43671198,15585595,cashback,,2024-06-01
OFR34532784,15593365,LOAN_RATE_CUT,1,2025-08-02
OFR36740649,15763431,savings_bonus,N,02 Jul 2025
OFR54759706,15597945,card_upgrade,0,07/02/2025
OFR56651423,15668444,savings_bonus,N,01 Feb 2024
OFR10378193,15737792,loan_rate_cut,No,2024/12/01
OFR48866119,15594720,fee_waiver,,01-08-2024
OFR14926447,15637414,card_upgrade,no,01 Sep 2025
OFR29814209,15646372,savings_bonus,N,05/02/2024
OFR86634097,15718673,  card_upgrade  ,0,01 Oct 2025
OFR43150974,15763274,savings_bonus,N,2024-10-01
OFR79317379,15612187,fee_waiver,no,01/31/2025
OFR43943020,15622911,savings_bonus,Y,02 May 2024
OFR13557125,15794142,cashback,false,02-05-2024
OFR59110811,15624528,  fee_waiver  ,yes,01-09-2024
OFR27105479,15704770,card_upgrade,false,2025-09-01
OFR47206741,15761043,  loan_rate_cut  ,No,02-03-2024
OFR54665986,15802593,card_upgrade,false,2023/12/02
OFR43593964,15809087,fee_waiver,false,02 Mar 2025
OFR23817296,15717398,FEE_WAIVER,false,01 Oct 2024
OFR34889349,15737452,loan_rate_cut,,01 Oct 2025
OFR33325031,15594408,cashback,true,2024-06-01
OFR10911640,15763431,card_upgrade,No,01/01/2024
OFR45235615,15702669,cashback,N,08/02/2025
OFR54604456,15690452,  loan_rate_cut  ,N,01-09-2025
OFR45862163,15580148,fee_waiver,,08/01/2024
OFR47473198,15747795,savings_bonus,No,2025/01/31
OFR15069696,15783501,fee_waiver,1,01-11-2023
OFR52436150,15706365,card_upgrade,yes,02 Mar 2024
OFR94460183,15607178,cashback,1,2025-05-02
OFR77911581,15677371,savings_bonus,No,08/02/2025
OFR90486429,15764866,loan_rate_cut,1,08/01/2024
OFR25493457,15736601,savings_bonus,0,02 Apr 2024
OFR14262739,15685320,savings_bonus,,01-09-2025
OFR11778980,15651001,savings_bonus,no,03/02/2025
OFR29727029,15725166,card_upgrade,1,02 May 2025
OFR32459335,15745621,,No,08/02/2025
OFR52181094,15745088,loan_rate_cut,N,12/01/2024
OFR96118852,15734565,savings_bonus,0,31-01-2025
OFR85348138,15780628,fee_waiver,Y,2025-03-02
OFR59930401,15709737,fee_waiver,No,01 Oct 2025
OFR86904075,15623521,fee_waiver,N,01-10-2025
OFR60510075,15669169,cashback,0,01/01/2025
OFR34056969,15653780,fee_waiver,no,02-05-2025
OFR56491704,15714939,card_upgrade,N,01-08-2024
OFR80033627,15813844,savings_bonus,N,02/01/2024
OFR63444748,15771977,,No,2025-07-02
OFR54236185,15670755,savings_bonus,false,06/02/2025
OFR50551881,15784597,loan_rate_cut,No,2025/06/02
OFR57869747,15699029,card_upgrade,Yes,02 Jun 2025
OFR27516538,15609286,fee_waiver,0,01-10-2025
OFR49934592,15736112,loan_rate_cut,N,01 Jun 2024
OFR19073023,15668747,card_upgrade,0,2024/07/02
OFR38317146,15754605,loan_rate_cut,0,2024/11/01
OFR23948665,15775238,savings_bonus,1,02-05-2025
OFR78679767,15679200,  loan_rate_cut  ,yes,02-05-2024
OFR23014038,15642041,loan_rate_cut,1,01-12-2024
OFR36234004,15727688,card_upgrade,1,2025-01-31
OFR74213346,15724944,savings_bonus,no,01-01-2024
OFR36373390,15620981,fee_waiver,false,2023/12/02
OFR93423731,15769504,savings_bonus,No,2025/09/01
OFR16465138,15634141,loan_rate_cut,0,02-05-2025
OFR96382684,15727829,fee_waiver,no,2024/02/01
OFR33431368,15755209,fee_waiver,0,2025/03/02
OFR42399505,15597602,savings_bonus,no,05/02/2024
OFR74520116,15738191,card_upgrade,N,2024-12-01
OFR13884637,15785542,fee_waiver,1,01 Jan 2025
OFR29799409,15699637,savings_bonus,yes,03/02/2024
OFR17772370,15747542,savings_bonus,1,2024-01-01
OFR58114067,15678910,fee_waiver,1,11/01/2023
OFR49922773,15632210,  card_upgrade  ,0,2025/01/01
OFR50390268,15804919,cashback,Yes,2025/09/01
OFR18083870,15625426,cashback,0,03/02/2024
OFR53134603,15589805,loan_rate_cut,1,03/02/2024
OFR13157259,15698786,card_upgrade,true,02 Aug 2025
OFR71781069,15777211,fee_waiver,false,2024-03-02
OFR43479831,15700476,cashback,N,09/01/2025
OFR94627547,15592389,LOAN_RATE_CUT,1,02 Jul 2024
OFR33325031,15594408,cashback,true,2024-06-01
OFR35233626,15695846,fee_waiver,1,2023-12-02
OFR55413934,15572265,loan_rate_cut,No,2024-05-02
OFR68236461,15794056,loan_rate_cut,No,2025-01-31
OFR94211526,15600462,fee_waiver,no,2024/03/02
OFR56264337,15813850,cashback,0,02-04-2025
OFR31237130,15566156,cashback,,01-11-2023
OFR70004285,15650068,loan_rate_cut,0,03/02/2024
OFR99881383,15622834,card_upgrade,false,01-01-2025
OFR62995984,15681081,loan_rate_cut,N,01-10-2025
OFR76371439,15752137,savings_bonus,0,2025/08/02
OFR81707473,15684548,cashback,Y,01 Dec 2024
OFR25733704,15671139,cashback,false,10/01/2025
OFR25495359,15765311,cashback,true,2024/09/01
OFR25252951,15812007,CARD_UPGRADE,N,02-04-2024
OFR30526284,15638424,fee_waiver,N,2023/12/02
OFR70375883,15662085,savings_bonus,No,02 Apr 2024
OFR80341070,15701354,card_upgrade,1,09/01/2024
OFR60842993,15571221,loan_rate_cut,N,01-09-2024
OFR54348614,15728693,card_upgrade,N,2025/03/02
OFR95839556,15794171,fee_waiver,false,02/01/2024
OFR74305535,15711540,fee_waiver,yes,01 Jan 2025
OFR18689410,15696859,,1,2024/07/02
OFR46152889,15589488,LOAN_RATE_CUT,true,2024-05-02
OFR85577339,15619304,loan_rate_cut,false,02-06-2025
OFR16788381,15575024,card_upgrade,No,2024-08-01
OFR72830869,15580146,savings_bonus,false,2024-02-01
OFR74119875,15660535,loan_rate_cut,,2025-05-02
OFR48888137,15677135,cashback,1,07/02/2025
OFR31674524,15604348,loan_rate_cut,Y,07/02/2025
OFR38312340,15715941,cashback,Y,2024/04/02
OFR19475027,15702014,savings_bonus,0,01-09-2025
OFR71471345,15718057,card_upgrade,yes,12/02/2023
OFR23560567,15740404,fee_waiver,Yes,2025/06/02
OFR26572529,15662100,  cashback  ,no,01-11-2024
OFR77892495,15710424,savings_bonus,Yes,01-02-2024
OFR35074544,15808621,savings_bonus,1,2024-05-02
OFR82218817,15593365,cashback,0,2025/01/01
OFR38862667,15620344,savings_bonus,Y,2024-07-02
OFR27148889,15730076,card_upgrade,N,2024/06/01
OFR66559514,15696674,card_upgrade,yes,08/01/2024
OFR98576672,15620505,fee_waiver,no,31-01-2025
OFR47824195,15774696,fee_waiver,no,01/31/2025
OFR38322991,15605284,card_upgrade,no,02-03-2025
OFR41968388,15637979,card_upgrade,true,2025/03/02
OFR90853783,15595766,SAVINGS_BONUS,true,2025/04/02
OFR56411868,15622834,card_upgrade,1,01 Nov 2024
OFR29394307,15806964,  loan_rate_cut  ,false,02-08-2025
OFR48967523,15574692,cashback,Yes,01-10-2025
OFR21572965,15760550,  savings_bonus  ,N,2025/01/01
OFR60258173,15633648,card_upgrade,1,01-09-2025
OFR11349470,15633922,card_upgrade,,01/01/2025
OFR61425887,15600974,loan_rate_cut,0,2025-10-01
OFR14654934,15750658,card_upgrade,no,12/02/2023
OFR35428095,15603065,card_upgrade,false,08/01/2024
OFR56106013,15588350,savings_bonus,0,03/02/2024
OFR65224488,15727299,SAVINGS_BONUS,0,02-04-2025
OFR10754345,15578186,savings_bonus,0,11/01/2023
OFR13975759,15655774,fee_waiver,N,01-01-2025
OFR49696968,15759298,card_upgrade,,01/01/2025
OFR55577690,15686776,loan_rate_cut,0,02-03-2025
OFR56647384,15685997,fee_waiver,0,02 Aug 2025
OFR46373907,15570060,  fee_waiver  ,0,01 Oct 2024
OFR82146746,15575492,  savings_bonus  ,0,2024-10-01
OFR94904410,15669064,card_upgrade,1,2025/07/02
OFR37064109,15603323,fee_waiver,No,01 Oct 2025
OFR96581291,15582616,fee_waiver,1,06/01/2024
OFR66414247,15659420,cashback,Yes,05/02/2024
OFR27706796,15727868,,0,2025/01/01
OFR50145487,15639314,  fee_waiver  ,,08/02/2025
OFR46235172,15567367,fee_waiver,No,2025-07-02
OFR99325910,15681068,cashback,no,2025/06/02
OFR39687382,15775153,cashback,false,02 Mar 2025
OFR36999350,15706552,,N,12/01/2024
OFR54770127,15620204,cashback,no,2023/12/02
OFR86545122,15607312,loan_rate_cut,,2025-01-31
OFR50111873,15574012,savings_bonus,Y,02-04-2024
OFR84335527,15771977,fee_waiver,yes,07/02/2025
OFR20300078,15639788,fee_waiver,yes,2024-02-01
OFR71306949,15653857,savings_bonus,yes,02-12-2023
OFR14046781,15698474,fee_waiver,false,02/01/2024
OFR31299612,15773469,  savings_bonus  ,1,02 May 2024
OFR20776022,15805254,  card_upgrade  ,0,02 Aug 2025
OFR62312231,15700476,FEE_WAIVER,0,2025-05-02
OFR92691430,15621075,loan_rate_cut,0,01 Dec 2024
OFR16201194,15581539,FEE_WAIVER,No,2024/05/02
OFR61542263,15587421,savings_bonus,Yes,2025/01/01
OFR94300271,15681081,card_upgrade,N,06/02/2025
OFR57816347,15732674,loan_rate_cut,false,02-04-2024
OFR97462342,15598493,loan_rate_cut,N,2024-06-01
OFR55474922,15785611,loan_rate_cut,N,09/01/2024
OFR72144598,15679587,loan_rate_cut,Yes,01 Oct 2025
OFR59027035,15707362,fee_waiver,1,02 Jul 2025
OFR98804071,15736112,savings_bonus,no,2024/11/01
OFR27837750,15773039,cashback,Yes,2024-08-01
OFR32473163,15653780,  card_upgrade  ,1,2024-03-02
OFR30985700,15753754,card_upgrade,no,02-07-2024
OFR62529564,15704769,cashback,No,2025/04/02
OFR70654392,15736008,savings_bonus,1,2024-10-01
OFR24542076,15668032,fee_waiver,0,01 Aug 2024
OFR18552576,15670039,card_upgrade,1,09/01/2024
OFR68736675,15790782,cashback,No,2023-11-01
OFR77868149,15730447,  card_upgrade  ,false,2025/01/31
OFR42997838,15592531,savings_bonus,No,01-01-2024
OFR27979808,15683553,  savings_bonus  ,1,02 Mar 2024
OFR85865251,15591607,fee_waiver,No,01-02-2024
OFR52697443,15805955,loan_rate_cut,No,02 Apr 2025
OFR60248547,15600781,savings_bonus,1,01 Feb 2024
OFR96536651,15583725,fee_waiver,No,2024-10-01
OFR15456766,15786063,loan_rate_cut,no,31 Jan 2025
OFR43208538,15668747,fee_waiver,No,02-05-2024
OFR38837550,15771873,savings_bonus,N,2024-12-01
OFR16897479,15716835,savings_bonus,1,2024/08/01
OFR59422993,15661670,  cashback  ,0,2024-12-01
OFR53383212,15644572,card_upgrade,false,2025/03/02
OFR34778653,15790757,loan_rate_cut,false,2024/08/01
OFR13024897,15810864,cashback,false,04/02/2025
OFR64943655,15697307,  loan_rate_cut  ,Yes,02 Jun 2025
OFR89097655,15724848,loan_rate_cut,1,02-05-2025
OFR78778930,15739803,cashback,,02 Jun 2025
OFR99017013,15658485,cashback,0,2023-12-02
OFR57992586,15789669,card_upgrade,no,01 Jan 2024
OFR24870616,15737888,card_upgrade,false,2025/09/01
OFR64075636,15779659,card_upgrade,no,2025/08/02
OFR35777029,15665834,fee_waiver,Y,04/02/2025
OFR28392358,15592846,card_upgrade,1,02 Aug 2025
OFR64279643,15651280,fee_waiver,No,01/01/2025
OFR55504562,15691483,loan_rate_cut,no,02 May 2025
OFR15941343,15756475,  loan_rate_cut  ,0,09/01/2024
OFR12958090,15745196,loan_rate_cut,0,02-08-2025
OFR51683449,15674840,cashback,true,02 Mar 2024
OFR62059241,15590876,cashback,no,2024/01/01
OFR66815731,15604044,,0,01 Aug 2024
OFR19779139,15676715,card_upgrade,Y,02 May 2025
OFR38300561,15682472,loan_rate_cut,0,01-02-2024
OFR99599975,15645569,fee_waiver,no,10/01/2025
OFR42459159,15600781,savings_bonus,true,10/01/2024
OFR38339062,15676521,loan_rate_cut,true,01/01/2024
OFR86548030,15731511,savings_bonus,No,07/02/2024
OFR34127659,15594720,savings_bonus,Y,01-08-2024
OFR62574592,15593601,fee_waiver,Yes,02-04-2025
OFR99898524,15780628,cashback,,2024-01-01
OFR92953826,15728505,card_upgrade,Y,01-09-2025
OFR97137658,15580146,savings_bonus,,02/01/2024
OFR83168296,15628112,fee_waiver,N,2025-01-01
OFR52800505,15763859,card_upgrade,true,2025/09/01
OFR59822145,15643966,cashback,0,09/01/2024
OFR96976575,15753719,savings_bonus,1,02-07-2024
OFR64926095,15810978,loan_rate_cut,0,11/01/2023
OFR92275621,15755209,loan_rate_cut,false,2025/01/31
OFR59991553,15754105,LOAN_RATE_CUT,1,03/02/2024
OFR23217735,15787071,cashback,true,2024-02-01
OFR89770133,15711309,cashback,No,2024-07-02
OFR22950775,15771873,savings_bonus,0,01-10-2025
OFR52441042,15632264,  card_upgrade  ,Y,2024-09-01
OFR23363647,15810845,fee_waiver,1,02-08-2025
OFR24886438,15726931,card_upgrade,0,02 May 2024
OFR80219357,15661249,card_upgrade,0,2024-03-02
OFR94264844,15746726,FEE_WAIVER,Y,11/01/2023
OFR25954503,15571816,savings_bonus,N,2025-01-31
OFR88251140,15707567,card_upgrade,1,01 Jan 2024
OFR69133176,15603436,loan_rate_cut,No,03/02/2025
OFR20701931,15800116,card_upgrade,no,02-08-2025
OFR33928296,15625047,card_upgrade,true,01-11-2023
OFR18558617,15706021,card_upgrade,no,2024/05/02
OFR49604509,15795149,FEE_WAIVER,false,02 Jul 2025
OFR58625570,15789484,cashback,no,06/02/2025
OFR35746620,15772781,fee_waiver,0,03/02/2024
OFR56207985,15568240,loan_rate_cut,0,2025-01-01
OFR56722670,15792360,savings_bonus,Y,02-08-2025
OFR23753193,15664521,savings_bonus,Yes,02-05-2025
OFR20366744,15682048,fee_waiver,1,2024-09-01
OFR47552824,15747960,card_upgrade,false,09/01/2024
OFR13242241,15593773,card_upgrade,false,2024/11/01
OFR22864598,15677369,card_upgrade,0,03/02/2025
OFR34952093,15640825,loan_rate_cut,Y,01/01/2025
OFR73461334,15660535,fee_waiver,0,02-03-2024
