ticket_id,customer_id,issue_type,severity,resolution_time_hrs,created_at
TKT56232875,15626114,transfer_delay,medium,25.98,06/02/2025
TKT79678603,15709737,app_bug,medium,16.56,2025/01/01
TKT68714211,15750803,fee_dispute,medium,3.89,2024-12-01
TKT55595002,15623944,fraud_alert,medium,12.17,2025/08/02
TKT28976751,15738191,app_bug,low,17.15,04/02/2025
TKT16151310,15767821,transfer_delay,low,18.96,11/01/2024
TKT80836310,15695632,transfer_delay,low,0.0,2025/08/02
TKT39896125,15775625,login_issue,critical,11.67,2025/01/01
TKT77250505,15633648,card_decline,low,30.61,01 Oct 2025
TKT56575471,15620344,card_decline,medium,,2024-10-01
TKT29646368,15679587,login_issue,low,26.18,01-11-2024
TKT84517548,15792328,fee_dispute,high,11.54,02-04-2025
TKT33426127,15614782,APP_BUG,low,22.59,2025/08/02
TKT40379161,15613772,card_decline,medium,13.13,2025-06-02
TKT59532392,15594720,fraud_alert,low,12.68,01-09-2025
TKT28839809,15613880,fraud_alert,  high  ,11.5,2025/01/01
TKT75177823,15745012,,medium,31.72,02 Aug 2025
TKT16390225,15612525,  login_issue  ,MEDIUM,8.54,01-12-2024
TKT80859499,15607312,fee_dispute,HIGH,9.83,09/01/2024
TKT28243302,15592846,card_decline,critical,14.38,01-10-2025
TKT32455017,15802593,  fee_dispute  ,medium,31.35,09/01/2024
TKT69794583,15623521,fee_dispute,medium,15.24,01-01-2025
TKT68519104,15689044,fee_dispute,low,34.16,2024-10-01
TKT46464044,15580148,card_decline,medium,9.26,2025/06/02
TKT37936148,15637753,app_bug,low,9.69,01 Oct 2024
TKT30292087,15769504,fee_dispute,critical,10.33,2025/08/02
TKT56279025,15747960,fraud_alert,medium,11.11,2025-03-02
TKT51118984,15697183,fraud_alert,medium,10.89,01 Oct 2024
TKT29044232,15634602,app_bug,medium,1.28,01-10-2025
TKT99956628,15810834,transfer_delay,low,10.8,04/02/2025
TKT39791992,15761043,fee_dispute,low,11.46,11/01/2024
TKT97124177,15615624,fraud_alert,low,20.7,2025/03/02
TKT18595371,15665238,login_issue,low,12.16,01 Sep 2024
TKT36561340,15798398,login_issue,low,,01/01/2025
TKT74919817,15684171,fraud_alert,LOW,10.8,31-01-2025
TKT50564194,15768193,,medium,17.39,08/02/2025
TKT65202330,15628145,transfer_delay,low,12.53,01-09-2024
TKT89707488,15810418,FRAUD_ALERT,medium,15.64,04/02/2025
TKT62019994,15797748,fraud_alert,high,8.92,2025/01/01
TKT71717682,15665956,login_issue,medium,20.43,2025-01-01
TKT19180508,15662100,card_decline,MEDIUM,10.76,02 Mar 2025
TKT72129812,15662736,transfer_delay,MEDIUM,3.55,01 Dec 2024
TKT98937289,15670755,login_issue,low,6.96,31-01-2025
TKT21167681,15592386,fraud_alert,low,13.32,01-06-2024
TKT85150403,15573112,fraud_alert,low,14.89,2025-03-02
TKT98535626,15583212,app_bug,low,13.9,09/01/2024
TKT68310992,15736816,login_issue,medium,8.12,2025/10/01
TKT77403084,15665790,app_bug,  low  ,17.16,2024/07/02
TKT80516223,15574012,transfer_delay,low,33.26,2024-08-01
TKT50228337,15777892,app_bug,low,28.65,01-06-2024
TKT36423217,15611088,login_issue,  low  ,12.88,2024/08/01
TKT94638125,15682048,login_issue,high,20.22,2024/12/01
TKT49961073,15753831,card_decline,low,31.73,10/01/2025
TKT11937906,15585595,card_decline,low,,2025/10/01
TKT79942463,15777211,fraud_alert,low,7.75,02-05-2024
TKT62612918,15709324,card_decline,MEDIUM,5.17,07/02/2025
TKT86223904,15733797,fee_dispute,high,6.9,02 Aug 2025
TKT28424974,15657284,fee_dispute,high,4.83,01-01-2025
TKT23181892,15756026,login_issue,low,14.7,01 Dec 2024
TKT42835369,15745324,login_issue,low,37.52,05/02/2024
TKT95477061,15801277,card_decline,medium,23.77,02-05-2024
TKT14241242,15719377,fraud_alert,low,8.55,01-10-2024
TKT22886087,15574692,  fee_dispute  ,medium,10.26,2025-03-02
TKT45720581,15765297,transfer_delay,low,20.63,01 Sep 2024
TKT81302822,15706647,unknown,low,15.35,2024-06-01
TKT40282067,15730447,fee_dispute,LOW,12.32,01-06-2024
TKT78895472,15712825,login_issue,low,18.32,01 Oct 2025
TKT14697298,15626742,login_issue,low,8.28,01/01/2025
TKT10335295,15682472,fraud_alert,medium,22.14,05/02/2025
TKT26051654,15754849,card_decline,low,27.2,2025-01-01
TKT37615045,15675522,login_issue,medium,18.27,02-03-2025
TKT50029987,15595766,login_issue,medium,7.04,2024-08-01
TKT19173688,19334348,fraud_alert,low,18.02,2024/12/01
TKT19157186,15702968,fraud_alert,medium,9.55,2024-08-01
TKT74245224,15756475,fee_dispute,medium,0.0,06/02/2025
TKT95682851,15683562,app_bug,medium,14.1,2025-08-02
TKT25393531,15794048,transfer_delay,high,12.76,01 Nov 2024
TKT26752267,15707567,fraud_alert,LOW,18.54,01 Jan 2025
TKT99092218,15672692,transfer_delay,high,22.55,01-06-2024
TKT66044260,15587421,transfer_delay,medium,7.9,2025-06-02
TKT45644967,15806983,transfer_delay,critical,18.67,01-11-2024
TKT63369425,15724563,  card_decline  ,medium,31.91,07/02/2024
TKT87686427,15753337,card_decline,medium,4.35,06/01/2024
TKT94360897,15712403,transfer_delay,  low  ,0.25,01 Nov 2024
TKT95676841,15763431,transfer_delay,  low  ,24.1,01-09-2025
TKT96038583,15747795,fee_dispute,  high  ,30.23,02 Aug 2025
TKT86690763,15640905,app_bug,low,13.82,2024/06/01
TKT48161320,15765311,card_decline,critical,18.16,2024-12-01
TKT89020196,15797227,app_bug,low,15.67,01-01-2025
TKT38938130,15725311,fee_dispute,high,11.48,2025/05/02
TKT20530482,15576269,fee_dispute,low,3.13,2025/01/01
TKT14015257,15708917,transfer_delay,medium,26.91,2025/09/01
TKT42862809,15702014,,low,7.34,2024/12/01
TKT78021695,15737173,  fee_dispute  ,  medium  ,28.55,2024/12/01
TKT58281119,15776231,transfer_delay,MEDIUM,5.91,2025-07-02
TKT20792217,15593773,fraud_alert,medium,1.84,01-08-2024
TKT59142676,15806983,transfer_delay,LOW,5.77,02-05-2024
TKT93279776,15686436,card_decline,low,11.0,2025/01/31
TKT86684684,15694506,card_decline,  medium  ,10.05,2024/06/01
TKT84475855,15615457,fraud_alert,medium,4.97,2024-06-01
TKT72718303,15684042,transfer_delay,MEDIUM,10.0,2024-11-01
TKT90957714,15805565,transfer_delay,CRITICAL,11.19,02 Jul 2024
TKT92553684,15695585,app_bug,,3.14,2025/10/01
TKT49846647,15613172,  login_issue  ,medium,3.38,2025-07-02
TKT47471013,15797736,fee_dispute,low,13.19,31 Jan 2025
TKT20748964,15786308,fraud_alert,low,2.1,02 Aug 2025
TKT74925998,15743007,fee_dispute,high,11.51,02 Apr 2025
TKT85048797,15696859,fraud_alert,high,1.83,07/02/2025
TKT47355471,15600651,app_bug,low,13.17,2024-10-01
TKT98811103,15584518,fraud_alert,medium,,2025-01-01
TKT62604228,15780140,login_issue,low,25.25,2025/05/02
TKT44280914,15614215,transfer_delay,medium,2.29,2025-09-01
TKT44411747,15681554,transfer_delay,low,10.96,2025-07-02
TKT49073390,15799384,app_bug,low,33.49,2025-09-01
TKT83382868,15638424,login_issue,low,32.16,2025/06/02
TKT92735377,15785899,fee_dispute,medium,21.13,08/01/2024
TKT43664145,15593782,fraud_alert,low,7.97,2025-04-02
TKT77779826,15652266,fee_dispute,  high  ,10.49,02-07-2025
TKT51648950,15685320,fee_dispute,low,8.57,09/01/2025
TKT49579416,15623944,fee_dispute,low,43.94,01 Sep 2025
TKT21514784,15759537,login_issue,  high  ,12.05,2025-06-02
TKT23344434,15568506,fee_dispute,critical,5.24,2025-09-01
TKT49574387,15786308,card_decline,medium,,07/02/2025
TKT62087031,15763274,  app_bug  ,low,8.52,10/01/2024
TKT68356550,15658169,card_decline,medium,8.32,02-05-2024
TKT97044096,15758639,unknown,low,30.42,10/01/2024
TKT86120724,15674398,app_bug,medium,4.53,2025/10/01
TKT15997416,15745295,card_decline,medium,18.61,2025/10/01
TKT73664439,15775306,transfer_delay,medium,8.59,01 Sep 2024
TKT15794662,15747867,transfer_delay,high,24.83,09/01/2024
TKT52282613,15740900,transfer_delay,medium,,2025/01/01
TKT83465988,15667215,app_bug,medium,,02-05-2024
TKT43708807,15745354,app_bug,medium,-1.2,01-10-2024
TKT42782152,15803976,transfer_delay,low,8.45,02-03-2025
TKT49589952,15685226,login_issue,critical,34.44,09/01/2025
TKT71425695,15592389,fee_dispute,low,,2024/05/02
TKT67692938,15690673,transfer_delay,,26.88,01-09-2024
TKT47747090,15705639,transfer_delay,low,5.23,07/02/2024
TKT53307846,15592461,app_bug,MEDIUM,6.89,2025/01/01
TKT20608792,15683625,fraud_alert,medium,9.65,02-06-2025
TKT23114778,15733797,fee_dispute,medium,5.96,02 May 2024
TKT61053095,15727829,login_issue,medium,14.58,2024-12-01
TKT85345769,15591969,CARD_DECLINE,  medium  ,16.93,01-01-2025
TKT99259311,15695699,transfer_delay,  low  ,14.16,12/01/2024
TKT66283634,15636624,transfer_delay,high,13.39,02 Jul 2024
TKT80743330,15768104,card_decline,low,5.21,2025/09/01
TKT57593303,15761986,transfer_delay,critical,-5.0,01 Jan 2025
TKT29633426,15604348,fee_dispute,high,7.84,2024-11-01
TKT82254192,15719856,fee_dispute,high,4.93,01-10-2025
TKT99778344,15655339,app_bug,low,14.0,01-12-2024
TKT50020479,15610156,transfer_delay,high,3.61,2024-08-01
TKT41463269,15766205,card_decline,critical,21.81,2024/09/01
TKT29951423,15739438,  login_issue  ,low,3.0,03/02/2025
TKT47253862,15684181,transfer_delay,high,16.89,2024/12/01
TKT75726123,15592937,app_bug,low,24.8,2024/09/01
TKT91501945,15773972,fee_dispute,low,11.48,06/02/2025
TKT90480931,15587535,  fraud_alert  ,low,8.77,2024-07-02
TKT56898419,15750658,  transfer_delay  ,low,22.65,01 Aug 2024
TKT97627037,15694272,  card_decline  ,low,34.17,2024-07-02
TKT86431125,15805112,transfer_delay,high,10.02,02 Aug 2025
TKT17944210,15673481,,medium,12.7,2024-08-01
TKT44578812,15587535,card_decline,low,2.91,05/02/2024
TKT13490273,15653780,card_decline,medium,6.55,01/01/2025
TKT86538805,15728693,card_decline,low,,2024-05-02
TKT59080280,15762218,login_issue,medium,5.2,01 Sep 2024
TKT71424035,15762418,fraud_alert,low,22.43,02-07-2025
TKT39369857,15805955,FEE_DISPUTE,LOW,18.34,2025-05-02
TKT57151501,15779711,transfer_delay,high,3.56,2025/04/02
TKT81459033,15813844,card_decline,low,0.0,01 Sep 2025
TKT97152530,15716186,fraud_alert,low,-1.2,2025/01/31
TKT80298139,15683503,transfer_delay,low,28.91,2025-06-02
TKT49343548,15740476,card_decline,medium,2.85,2025/08/02
TKT96291224,15624528,FEE_DISPUTE,  medium  ,4.92,2024-08-01
TKT50795746,15796505,fraud_alert,low,4.75,02 Jul 2024
TKT89151345,15691483,login_issue,medium,4.04,02 Jul 2025
TKT13342602,15734674,  transfer_delay  ,,19.78,2025/03/02
TKT95218276,15629448,login_issue,medium,2.4,2024/07/02
TKT41810323,15672056,app_bug,low,16.05,02 Jun 2025
TKT40737042,15697497,fee_dispute,LOW,12.34,2025-10-01
TKT64700973,15802593,app_bug,MEDIUM,33.27,2024/12/01
TKT29306754,15659557,card_decline,high,6.01,2024-06-01
TKT31129258,15625461,fee_dispute,  critical  ,11.63,01-01-2025
TKT37507371,15789158,fee_dispute,low,21.21,01 Nov 2024
TKT18947371,15639314,login_issue,critical,17.88,02-07-2025
TKT49145811,15800440,fraud_alert,medium,8.36,01/31/2025
TKT56861097,15809248,card_decline,LOW,29.97,2024/10/01
TKT36202536,15583303,  fee_dispute  ,low,10.79,2024/06/01
TKT63090346,15619304,fee_dispute,medium,2.56,08/01/2024
TKT67869501,15788291,transfer_delay,low,18.2,2024/11/01
TKT43594067,15766908,fraud_alert,low,47.88,02 May 2025
TKT14227512,15599433,app_bug,medium,11.92,02-06-2025
TKT63425186,15780961,login_issue,medium,38.38,2025-05-02
TKT80216231,15774696,fee_dispute,low,17.35,06/02/2025
TKT10217182,15772423,login_issue,low,30.34,01 Jan 2025
TKT61733877,15799384,fee_dispute,medium,12.32,2025-03-02
TKT75174871,15803716,transfer_delay,low,29.8,2025-01-31
TKT68081816,15724623,login_issue,high,,2025/09/01
TKT34346763,15685226,fraud_alert,medium,,01 Oct 2025
TKT67357915,15673570,app_bug,medium,4.39,2025/01/31
TKT83623067,15686436,app_bug,medium,8.07,2025-01-01
TKT31751301,15780804,login_issue,medium,20.01,2025-04-02
TKT13973063,15686776,login_issue,high,9.61,03/02/2025
TKT11893949,15760431,app_bug,medium,12.87,2025/06/02
TKT34593380,15694717,app_bug,low,10.35,2024-10-01
TKT62811482,15734886,fraud_alert,high,8.91,2024/05/02
TKT90637894,15632210,card_decline,medium,24.4,2025-06-02
TKT99206539,15699005,login_issue,low,1.86,02-05-2024
TKT95050749,15675964,app_bug,MEDIUM,44.8,2024-05-02
TKT70943872,15693864,app_bug,low,3.42,08/02/2025
TKT14845213,15813034,fee_dispute,  low  ,37.82,31 Jan 2025
TKT13392072,15813034,login_issue,low,6.89,09/01/2024
TKT81001765,15711540,login_issue,low,24.91,02 Mar 2025
TKT96611067,15568240,login_issue,low,11.36,04/02/2025
TKT65444146,15665678,card_decline,medium,19.16,2024-05-02
TKT26791588,15734886,login_issue,critical,82.37,01-08-2024
TKT25485596,15736534,app_bug,medium,28.79,2025-01-31
TKT60593173,15718673,card_decline,low,5.75,2025-03-02
TKT46991162,15810845,login_issue,high,8.98,02-03-2025
TKT87555102,15662100,fee_dispute,medium,9.03,2024-06-01
TKT79228294,15693864,fee_dispute,low,28.69,06/01/2024
TKT75557454,15749167,fraud_alert,LOW,9.13,2025-10-01
TKT84827144,15686983,fraud_alert,low,6.31,01 Dec 2024
TKT86848864,15777076,fraud_alert,low,47.73,2025/01/31
TKT60541850,15725737,login_issue,medium,12.51,05/02/2025
TKT37028769,15706552,fee_dispute,low,11.7,03/02/2025
TKT30202397,15647099,transfer_delay,medium,37.01,10/01/2024
TKT73108832,15641732,  app_bug  ,high,3.07,07/02/2024
TKT74455126,15795564,transfer_delay,low,5.45,2024-06-01
TKT43687080,15781589,fraud_alert,low,35.43,02-04-2025
TKT44447706,15810218,app_bug,critical,10.27,02 Jul 2024
TKT40571534,15703264,transfer_delay,high,24.71,10/01/2025
TKT46067410,15807432,login_issue,  high  ,56.58,2025-04-02
TKT20724032,15655007,fraud_alert,medium,,2025-04-02
TKT35996762,15813850,fee_dispute,  medium  ,2.1,06/01/2024
TKT72856142,15727299,transfer_delay,high,12.29,10/01/2025
TKT27608467,15642291,card_decline,LOW,9.41,2025-07-02
TKT95648294,15660271,login_issue,critical,14.66,01 Sep 2025
TKT30540090,15774393,transfer_delay,medium,10.37,01-06-2024
TKT11163335,15659098,fraud_alert,high,9.91,01-11-2024
TKT24388615,15630910,transfer_delay,medium,1.68,06/02/2025
TKT60971803,15571816,card_decline,low,19.8,09/01/2025
TKT29256235,15654060,transfer_delay,low,9.01,02-04-2025
TKT94402169,15745621,fee_dispute,low,1.17,2025-03-02
TKT57008417,15804586,login_issue,low,9.51,01-01-2025
TKT46195218,15770811,app_bug,medium,-1.2,02 Jul 2025
TKT29130953,15633283,login_issue,medium,16.69,02-05-2024
TKT47200303,15684173,transfer_delay,low,-1.2,02 Jun 2025
TKT91352972,15776780,login_issue,medium,11.04,2025-01-01
TKT79243878,15645621,transfer_delay,medium,8.72,04/02/2025
TKT97056223,15663478,app_bug,medium,6.32,05/02/2025
TKT40105518,15758685,fraud_alert,medium,-5.0,2024/06/01
TKT96659864,15718057,fee_dispute,medium,15.33,04/02/2025
TKT66978606,15654238,fraud_alert,  low  ,7.17,2025-06-02
TKT79940805,19880381,transfer_delay,high,12.42,07/02/2024
TKT18423711,15696674,transfer_delay,high,4.65,01 Oct 2024
TKT73222863,15633537,fee_dispute,high,9.87,2025-01-31
TKT89052289,15771977,  fee_dispute  ,medium,17.31,2024-11-01
TKT95298026,15737792,fraud_alert,  low  ,12.78,02-05-2025
TKT52988678,15676715,fee_dispute,medium,26.69,2024-08-01
TKT16428951,15613085,transfer_delay,  high  ,19.52,2025/09/01
TKT80050970,15613786,fraud_alert,critical,21.03,2025-01-31
TKT15291069,15742668,card_decline,high,25.26,01 Jun 2024
TKT80689961,15804017,  login_issue  ,high,17.87,01-10-2025
TKT46669615,15784209,app_bug,low,4.01,2024/05/02
TKT88183599,15700772,transfer_delay,low,45.19,02-05-2025
TKT26883200,15733616,fraud_alert,high,12.27,01-11-2024
TKT92886750,15724296,,low,2.36,02 Jun 2025
TKT21214644,15662397,app_bug,low,11.56,08/02/2025
TKT50153058,15723488,fee_dispute,low,80.52,2025-05-02
TKT68684362,15676895,app_bug,medium,22.99,02 Apr 2025
TKT77342704,15743040,fee_dispute,medium,25.24,02-05-2025
TKT86357921,15718057,fee_dispute,low,34.75,04/02/2025
TKT16106390,15583303,app_bug,,3.48,06/02/2025
TKT48146776,15596175,login_issue,low,7.39,2024-10-01
TKT52596761,15664610,  login_issue  ,medium,8.23,06/02/2025
TKT56053194,15726032,fee_dispute,LOW,,2024/05/02
TKT86790444,15589030,fraud_alert,low,21.73,12/01/2024
TKT92971125,15705707,fee_dispute,  high  ,4.44,12/01/2024
TKT41253738,15631681,login_issue,low,11.71,2025-06-02
TKT45447269,15646161,transfer_delay,medium,-5.0,2025/06/02
TKT71112213,15738751,transfer_delay,medium,3.88,01-11-2024
TKT45685345,15585036,fee_dispute,high,6.01,2024/06/01
TKT42381236,15803526,login_issue,high,7.69,05/02/2024
TKT67931769,15773039,fraud_alert,medium,25.56,02-07-2024
TKT69222907,15641122,card_decline,  medium  ,22.14,2025/03/02
TKT17975079,15696859,login_issue,critical,22.04,02-05-2024
TKT41942083,19790388,fee_dispute,low,14.0,2024-09-01
TKT97993850,15607040,app_bug,low,5.28,02 May 2025
TKT58776221,15724944,app_bug,MEDIUM,12.41,05/02/2025
TKT81617173,15586959,app_bug,low,12.14,2024/11/01
TKT98634063,15775238,fraud_alert,medium,3.93,2025-08-02
TKT90905090,15732628,transfer_delay,low,13.53,01 Sep 2024
TKT89997231,15663706,fraud_alert,low,37.76,2025-04-02
TKT55959456,15568982,card_decline,LOW,5.75,2025/05/02
TKT43191046,15724848,transfer_delay,low,4.02,02 May 2025
TKT76397939,15600462,login_issue,low,7.44,02 Aug 2025
TKT10765425,15586585,transfer_delay,low,47.18,2024-11-01
TKT69437455,15776807,transfer_delay,,14.58,01-10-2025
TKT24924652,15737795,app_bug,,,2025/04/02
TKT65454374,15576313,fraud_alert,high,6.56,02 Jun 2025
TKT21546228,15724623,app_bug,medium,11.38,02-07-2025
TKT33994783,15686137,app_bug,medium,9.97,2025/03/02
TKT27081508,15801277,login_issue,  high  ,8.22,02-07-2025
TKT33227864,15570060,login_issue,high,13.92,31-01-2025
TKT21113365,15695632,fraud_alert,medium,6.85,02 Jul 2024
TKT60918731,15698839,transfer_delay,medium,9.09,2025/07/02
TKT63421038,15589975,card_decline,medium,-1.2,2025-08-02
TKT91245382,15726631,fee_dispute,low,,2025-10-01
TKT30188591,15730076,FEE_DISPUTE,medium,14.72,2024/10/01
TKT59240313,15785798,card_decline,high,11.33,01-09-2025
TKT14926142,15671139,card_decline,medium,,09/01/2025
TKT35347397,15651001,unknown,  medium  ,39.88,2025/05/02
TKT86052787,15669169,transfer_delay,low,24.11,2025-01-31
TKT28442781,15685320,  card_decline  ,low,16.22,02-07-2024
TKT80183399,15642937,fraud_alert,low,4.63,2024/12/01
TKT60395376,15790355,card_decline,medium,14.38,2025/06/02
TKT62070433,15681068,fee_dispute,low,13.0,02 May 2025
TKT28244957,15738148,fraud_alert,  critical  ,6.01,2025-07-02
TKT60132424,15707473,FEE_DISPUTE,medium,32.07,07/02/2025
TKT71007792,15730059,fraud_alert,low,19.91,02-04-2025
TKT96590448,15593601,app_bug,  medium  ,30.97,01 Dec 2024
TKT22772089,15715527,card_decline,medium,8.49,02 Jun 2025
TKT16191883,15578761,login_issue,low,15.1,2025-01-31
TKT33765452,15727915,app_bug,medium,4.46,01 Nov 2024
TKT92755331,15731744,card_decline,  low  ,24.98,01 Oct 2024
TKT79804304,15754105,card_decline,MEDIUM,9.31,2024/10/01
TKT96405007,15700476,fraud_alert,low,23.27,10/01/2024
TKT49450293,15684484,app_bug,high,13.73,2025-09-01
TKT54508205,15659366,transfer_delay,critical,3.06,02-04-2025
TKT49293413,15775306,login_issue,low,12.69,02-03-2025
TKT92361739,15810864,login_issue,medium,14.74,2024/12/01
TKT37410034,15694408,login_issue,medium,9999.99,2025-08-02
TKT95907236,15612187,fraud_alert,LOW,4.28,02 Jul 2025
TKT40567572,15569590,transfer_delay,    ,3.71,2025/05/02
TKT31852083,15773039,app_bug,low,17.46,01 Jan 2025
TKT58841994,15773809,transfer_delay,low,13.4,01-01-2025
TKT11605811,15585888,fraud_alert,low,3.25,01-09-2024
TKT78465160,15642004,transfer_delay,medium,23.35,01-10-2024
TKT83390853,15685357,fraud_alert,medium,25.46,2024-06-01
TKT65950156,15645248,,  medium  ,-1.2,2024/10/01
TKT45420986,15636624,login_issue,,14.01,2025/04/02
TKT96632885,15682585,FEE_DISPUTE,LOW,,02 May 2024
TKT47743727,15786063,  transfer_delay  ,medium,7.1,2024/10/01
TKT40512874,15669064,transfer_delay,low,8.46,2024/11/01
TKT20263570,15568748,app_bug,low,17.81,2025/09/01
TKT21082175,15798888,fraud_alert,critical,,02-06-2025
TKT84995580,15750141,login_issue,medium,26.98,2025/09/01
TKT43919350,15599660,login_issue,medium,21.8,01-06-2024
TKT91798664,15752081,transfer_delay,high,5.21,2024/10/01
TKT69335726,15692761,transfer_delay,  low  ,26.51,01-09-2025
TKT86010038,15662976,fee_dispute,medium,27.87,02 May 2025
TKT50133600,15779659,fee_dispute,low,13.69,2025-04-02
TKT14921996,15795149,app_bug,low,15.55,06/01/2024
TKT26783312,15684484,login_issue,low,11.92,31 Jan 2025
TKT49333185,15717426,app_bug,low,6.99,02-07-2024
TKT80108541,15640078,FEE_DISPUTE,medium,11.34,2025-01-31
TKT26445491,15726931,app_bug,medium,23.6,2024-07-02
TKT55536197,15589488,app_bug,low,5.66,2024/12/01
TKT22539273,15668032,fraud_alert,low,13.43,2025-08-02
TKT15708213,15607312,card_decline,medium,22.86,08/01/2024
TKT96158200,15721658,app_bug,low,14.12,2024/11/01
TKT67175830,15580956,fraud_alert,medium,36.45,2025/08/02
TKT22860026,15715527,transfer_delay,medium,4.85,2025-03-02
TKT29726636,15794171,login_issue,  medium  ,13.53,02 Apr 2025
TKT10029192,15660155,login_issue,high,20.26,07/02/2025
TKT64375609,15660535,transfer_delay,low,5.29,01-06-2024
TKT62564351,15594815,app_bug,low,20.0,2025/03/02
TKT84613442,15709368,card_decline,medium,19.02,02-07-2025
TKT86086312,15659420,fraud_alert,  high  ,10.28,01 Sep 2025
TKT26144032,15578980,transfer_delay,MEDIUM,5.62,06/02/2025
TKT61639512,15566111,app_bug,medium,18.47,01-08-2024
TKT46291718,15707362,app_bug,  low  ,32.72,08/01/2024
TKT42489620,15718443,,LOW,22.87,09/01/2025
TKT97854045,15611579,transfer_delay,  high  ,4.22,2025-04-02
TKT61865588,15575883,fraud_alert,medium,27.12,01-12-2024
TKT41537547,15753719,fee_dispute,high,8.6,02 Mar 2025
TKT67491587,15601274,fee_dispute,medium,8.35,02 Apr 2025
TKT65118500,15745844,app_bug,low,4.18,2025/03/02
TKT92876481,15814275,app_bug,critical,25.84,01-08-2024
TKT73273879,15702298,login_issue,high,6.04,2025-04-02
TKT71708829,15805565,fraud_alert,high,9.16,2024-12-01
TKT28612591,15773792,transfer_delay,high,15.44,02 Mar 2025
TKT55079521,15647091,fraud_alert,low,22.78,02-03-2025
TKT53049194,15803457,transfer_delay,high,8.75,01 Jan 2025
TKT52929686,15601274,login_issue,,68.2,2025/07/02
TKT59924756,15725737,transfer_delay,high,0.97,2025-10-01
TKT29527061,15716835,app_bug,low,,2025-03-02
TKT98013456,15779711,app_bug,medium,11.78,08/01/2024
TKT52203508,19052499,login_issue,high,3.19,01 Oct 2024
TKT30101850,15629117,login_issue,low,58.72,01 Jan 2025
TKT13942607,15652883,  app_bug  ,medium,30.96,2024-11-01
TKT57499121,15676895,fraud_alert,medium,18.39,02 Mar 2025
TKT23142846,15723873,app_bug,low,4.54,2024/06/01
TKT36082554,15786170,fee_dispute,low,9.14,2024-05-02
TKT70582083,15656300,FRAUD_ALERT,medium,4.06,2025-01-31
TKT51278107,15804256,app_bug,low,10.45,2024-08-01
TKT29904441,15722010,login_issue,high,7.05,2024-11-01
TKT35362351,15788659,CARD_DECLINE,low,20.06,01 Nov 2024
TKT78786976,15694456,card_decline,critical,31.53,02 Jul 2024
TKT20494363,15725311,login_issue,medium,8.08,2024/07/02
TKT59024162,15596914,  login_issue  ,low,5.01,2024-12-01
TKT83414881,15612087,fee_dispute,low,8.74,31-01-2025
TKT88192847,15642291,login_issue,  medium  ,3.94,02 Jul 2025
TKT71447326,15606149,fraud_alert,low,19.56,01-10-2025
TKT99659546,15702669,app_bug,LOW,7.42,02-08-2025
TKT34661887,15607170,transfer_delay,low,16.55,2025-01-01
TKT89057373,15603203,card_decline,low,16.04,07/02/2025
TKT22220724,15598493,transfer_delay,low,,2024-07-02
TKT25559441,15612187,fee_dispute,high,22.53,02 Apr 2025
TKT53064408,15630053,CARD_DECLINE,  high  ,19.27,01 Jan 2025
TKT49657551,15571928,app_bug,critical,8.49,05/02/2025
TKT55516031,15744689,fee_dispute,low,48.05,2024/05/02
TKT69067834,15809087,transfer_delay,medium,10.87,01-10-2025
TKT29737589,15778463,login_issue,low,6.78,02-05-2024
TKT33131801,15661507,app_bug,MEDIUM,16.04,01-09-2024
TKT81264685,15573152,fraud_alert,LOW,51.43,01-10-2024
TKT83157301,15622750,login_issue,high,23.13,01-10-2024
TKT85183502,15749851,app_bug,medium,22.88,2025-07-02
TKT21868700,15586310,app_bug,high,2.16,2024/08/01
TKT61238242,15653620,fee_dispute,high,3.41,02 Jun 2025
TKT50584097,15715951,fraud_alert,critical,9.23,01-06-2024
TKT48316164,15600882,transfer_delay,low,9.72,02 May 2024
TKT33620507,15608114,APP_BUG,low,29.94,05/02/2024
TKT73471970,15658485,card_decline,low,43.3,2025/04/02
TKT65373767,15671256,card_decline,medium,13.29,01-09-2025
TKT91661162,15742358,app_bug,MEDIUM,13.13,02 Jun 2025
TKT29655669,15645569,login_issue,low,,02-03-2025
TKT48571563,15718369,fraud_alert,  medium  ,11.98,04/02/2025
TKT25620185,15659098,transfer_delay,medium,27.37,2025/10/01
TKT20465288,15679531,transfer_delay,low,1.63,09/01/2025
TKT84043109,15677371,app_bug,low,10.23,01 Oct 2025
TKT35661955,15716155,fraud_alert,low,26.62,01 Jan 2025
TKT24424523,15627000,login_issue,medium,18.93,11/01/2024
TKT29299824,15782390,fee_dispute,  medium  ,6.7,2024/06/01
TKT87415639,15692671,transfer_delay,medium,1.98,02 Apr 2025
TKT63512759,15727829,fee_dispute,high,2.92,01 Aug 2024
TKT91254546,15600258,login_issue,high,12.43,08/01/2024
TKT85448056,15758449,app_bug,low,29.47,2024/09/01
TKT58637828,15612350,login_issue,high,20.13,31-01-2025
TKT86396767,15582797,card_decline,medium,11.86,01 Sep 2024
TKT86766662,15683625,fraud_alert,low,37.47,01 Jan 2025
TKT22878455,15628936,login_issue,low,12.0,05/02/2024
TKT31889871,15744398,app_bug,low,9.57,2024/07/02
TKT45799580,15571002,card_decline,low,18.13,10/01/2025
TKT34862152,15602312,card_decline,low,28.74,2025/01/01
TKT38834857,15656176,app_bug,medium,26.99,01-01-2025
